what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044240157
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044245782
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044246938
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044250376
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044251141
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044255891
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044263735
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044321313
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044326720
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044642813
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044659360
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044659360
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044659454
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044666454
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044739720
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044740798
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044741235
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044761720
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285044763845
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044838860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044854173
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285044858876
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044867985
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044886751
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044892688
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044901329
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044902110
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044904001
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044906485
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044914766
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285044915704
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285045007360
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285045009657
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285045016016
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285045016516
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285045018845
