what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1285264295468
java.runtime.version,sysinfo,,,"1.5.0_07-b03",1285264295468
java.specification.name,sysinfo,,,"Java Platform API Specification",1285264295468
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285264295468
java.specification.version,sysinfo,,,"1.5",1285264295468
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1285264295468
java.version,sysinfo,,,"1.5.0_07",1285264295468
java.vm.info,sysinfo,,,"mixed mode",1285264295468
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1285264295468
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1285264295468
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285264295468
java.vm.specification.version,sysinfo,,,"1.0",1285264295468
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1285264295468
java.vm.version,sysinfo,,,"1.5.0_07-b03",1285264295468
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1285264295531
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1285264295593
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1285264296000
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1285264296281
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1285264296687
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1285264296796
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1285264297046
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1285264297203
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1285264297218
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1285264297671
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1285264297734
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1285264297953
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1285264298546
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1285264298562
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1285264298875
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1285264300421
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1285264300906
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285264343906
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1285264344203
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1285264344406
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1285264353906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1285264356765
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285264358546
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285264358562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285264358578
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285265261468
started,bundle,org.eclipse.jst.jsp.core,1.2.204.v201001270045,"org.eclipse.jst.jsp.core",1285265264140
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285265265640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285265269000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285265269781
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285265412328
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285265415296
