what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950316859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950321015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950322109
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950323093
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950327390
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950328015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950330859
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950343625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950344531
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950345296
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950346281
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1284950348140
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1284950400125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1284950401031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950403109
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950404078
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1284950409687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1284950416343
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950419921
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950421531
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1284950425171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950434140
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1284950436562
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1284950442562
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950444875
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950445796
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1284950450875
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1284950451375
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950455875
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950457359
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1284950461000
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950465281
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950474734
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950475390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950479187
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950482031
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950482750
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950484171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1284950493781
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1284950496250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1284950501703
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950530718
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1284950536046
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1284950546593
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950550390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950550406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950550500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950701484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950702328
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1284950702968
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1284950876828
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1284950883093
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1284950892765
opened,editor,org.eclipse.jst.pagedesigner,1.2.3.v20100211,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1284950897703
activated,editor,org.eclipse.jst.pagedesigner,1.2.3.v20100211,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1284950897875
