what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1285275642218
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1285275642218
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1285275642218
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1285275642218
os,sysinfo,,,"win32",1285275642218
arch,sysinfo,,,"x86",1285275642218
ws,sysinfo,,,"win32",1285275642218
locale,sysinfo,,,"en_US",1285275642218
processors,sysinfo,,,"2",1285275642218
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1285275642218
java.runtime.version,sysinfo,,,"1.5.0_07-b03",1285275642218
java.specification.name,sysinfo,,,"Java Platform API Specification",1285275642218
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285275642218
java.specification.version,sysinfo,,,"1.5",1285275642218
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1285275642218
java.version,sysinfo,,,"1.5.0_07",1285275642218
java.vm.info,sysinfo,,,"mixed mode",1285275642218
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1285275642218
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1285275642218
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285275642218
java.vm.specification.version,sysinfo,,,"1.0",1285275642218
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1285275642218
java.vm.version,sysinfo,,,"1.5.0_07-b03",1285275642218
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1285275642281
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1285275642484
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1285275643484
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1285275644250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285275644375
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1285275644453
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1285275644625
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1285275644968
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1285275645125
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1285275645140
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1285275646203
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1285275646218
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1285275646312
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1285275646859
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1285275647000
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1285275647062
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1285275648156
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1285275649046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1285275656000
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285275656031
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1285275664859
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1285275665218
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1285275665250
